rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
2004,1094-09-06T12:00:00Z,1094-09-11T12:00:00Z,6,1094-09-11T12:00:00Z,0,0,2,0.42357930541038513,"[{""component_p"":0.004004833288490772,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009415345266461372,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]}]"
2005,1478-04-01T12:00:00Z,1478-04-02T12:00:00Z,2,1478-04-01T12:00:00Z,0,0,2,0.42231565713882446,"[{""component_p"":0.0037845203187316656,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.00999248493462801,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
2006,0994-10-18T12:00:00Z,0994-10-18T12:00:00Z,1,0994-10-18T12:00:00Z,0,0,2,0.4216875433921814,"[{""component_p"":0.006001167930662632,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006310687400400639,""best_module_id"":""m011"",""best_module_label"":""Pluto\u2013Neptune\u2013Uranus 60/60/120 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m011""],""bodies"":[""Pluto"",""Neptune"",""Uranus""]}]"
2007,1539-04-07T12:00:00Z,1539-04-11T12:00:00Z,5,1539-04-11T12:00:00Z,0,0,2,0.4210689961910248,"[{""component_p"":0.0039710430428385735,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f09_1914_jun28"",""f10_1978_dec11""],""module_ids"":[""m030"",""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.009550507180392742,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
2008,0822-11-25T12:00:00Z,0822-12-06T12:00:00Z,12,0822-11-28T12:00:00Z,0,0,2,0.42098507285118103,"[{""component_p"":0.00506585044786334,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]},{""component_p"":0.007487943395972252,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
2009,0177-12-14T12:00:00Z,0177-12-17T12:00:00Z,4,0177-12-17T12:00:00Z,0,0,2,0.42045721411705017,"[{""component_p"":0.004949611611664295,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.007673114538192749,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
2010,1780-06-08T12:00:00Z,1780-06-09T12:00:00Z,2,1780-06-08T12:00:00Z,0,0,2,0.42022961378097534,"[{""component_p"":0.0039602299220860004,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009595110081136227,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
2011,1288-09-07T12:00:00Z,1288-09-07T12:00:00Z,1,1288-09-07T12:00:00Z,0,0,2,0.4190806448459625,"[{""component_p"":0.004533314611762762,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.008404337801039219,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
2012,0488-05-24T12:00:00Z,0488-05-29T12:00:00Z,6,0488-05-24T12:00:00Z,0,0,2,0.4189593493938446,"[{""component_p"":0.004431943409144878,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]},{""component_p"":0.008598970249295235,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
2013,0955-01-29T12:00:00Z,0955-01-30T12:00:00Z,2,0955-01-29T12:00:00Z,0,0,2,0.4154202938079834,"[{""component_p"":0.005078015383332968,""best_module_id"":""m036"",""best_module_label"":""Pluto\u2013Uranus\u2013Neptune midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m036""],""bodies"":[""Pluto"",""Uranus"",""Neptune""]},{""component_p"":0.0075663370080292225,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]}]"
2014,1007-07-06T12:00:00Z,1007-07-06T12:00:00Z,1,1007-07-06T12:00:00Z,0,0,2,0.41362592577934265,"[{""component_p"":0.0038899462670087814,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009918145835399628,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
2015,1857-04-29T12:00:00Z,1857-05-02T12:00:00Z,4,1857-04-29T12:00:00Z,0,0,2,0.4135074317455292,"[{""component_p"":0.0046968599781394005,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.008216463960707188,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
2016,1146-07-02T12:00:00Z,1146-07-07T12:00:00Z,6,1146-07-05T12:00:00Z,0,0,2,0.41248226165771484,"[{""component_p"":0.004230552818626165,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.00914367102086544,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]}]"
2017,0996-08-03T12:00:00Z,0996-08-03T12:00:00Z,1,0996-08-03T12:00:00Z,0,0,2,0.4121589660644531,"[{""component_p"":0.004060249775648117,""best_module_id"":""m002"",""best_module_label"":""Uranus\u2013Neptune\u2013Pluto slow scaffold"",""families"":[""f01_2026_sep01""],""module_ids"":[""m002""],""bodies"":[""Uranus"",""Neptune"",""Pluto""]},{""component_p"":0.009534288197755814,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f07_2008_sep15"",""f12_1929_oct24""],""module_ids"":[""m021"",""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]}]"
2018,1195-06-24T12:00:00Z,1195-06-25T12:00:00Z,2,1195-06-24T12:00:00Z,0,0,2,0.4120844304561615,"[{""component_p"":0.005720031913369894,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006768884602934122,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f01_2026_sep01"",""f02_2026_sep17""],""module_ids"":[""m003"",""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
2019,0005-01-24T12:00:00Z,0005-01-28T12:00:00Z,5,0005-01-28T12:00:00Z,0,0,2,0.41202834248542786,"[{""component_p"":0.003880484960973263,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]},{""component_p"":0.009978968650102615,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
2020,0174-03-15T12:00:00Z,0174-03-25T12:00:00Z,11,0174-03-20T12:00:00Z,0,0,2,0.41166430711746216,"[{""component_p"":0.0057903160341084,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]},{""component_p"":0.006693194154649973,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
2021,0943-11-30T12:00:00Z,0943-11-30T12:00:00Z,1,0943-11-30T12:00:00Z,0,0,2,0.40865370631217957,"[{""component_p"":0.004245420917868614,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0091923289000988,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
2022,1208-06-13T12:00:00Z,1208-06-23T12:00:00Z,11,1208-06-18T12:00:00Z,0,0,2,0.4076576232910156,"[{""component_p"":0.005990354809910059,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.0065296487882733345,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
2023,0758-02-08T12:00:00Z,0758-02-08T12:00:00Z,1,0758-02-08T12:00:00Z,0,0,2,0.4074690639972687,"[{""component_p"":0.004188653081655502,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009342358447611332,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
2024,0526-06-26T12:00:00Z,0526-06-26T12:00:00Z,1,0526-06-26T12:00:00Z,0,0,2,0.4074315130710602,"[{""component_p"":0.0041440497152507305,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009443729184567928,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
2025,1392-02-22T12:00:00Z,1392-02-22T12:00:00Z,1,1392-02-22T12:00:00Z,0,0,2,0.4053017199039459,"[{""component_p"":0.004964479710906744,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]},{""component_p"":0.007921812124550343,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2026,1933-07-25T12:00:00Z,1933-07-25T12:00:00Z,1,1933-07-25T12:00:00Z,0,0,2,0.40497615933418274,"[{""component_p"":0.005271296016871929,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]},{""component_p"":0.007466317620128393,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
2027,1013-04-11T12:00:00Z,1013-04-11T12:00:00Z,1,1013-04-11T12:00:00Z,0,0,2,0.4026881754398346,"[{""component_p"":0.005015840753912926,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007888021878898144,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
2028,1595-03-09T12:00:00Z,1595-03-09T12:00:00Z,1,1595-03-09T12:00:00Z,0,0,2,0.4013350307941437,"[{""component_p"":0.006060638930648565,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006548571400344372,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]}]"
2029,1385-07-15T12:00:00Z,1385-07-17T12:00:00Z,3,1385-07-15T12:00:00Z,0,0,2,0.40127798914909363,"[{""component_p"":0.0050712572410702705,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]},{""component_p"":0.007827199064195156,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
2030,0492-10-25T12:00:00Z,0492-11-15T12:00:00Z,22,0492-11-13T12:00:00Z,0,0,2,0.40123146772384644,"[{""component_p"":0.004027810879051685,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28"",""f07_2008_sep15""],""module_ids"":[""m008"",""m021""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009855971671640873,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
2031,1385-03-26T12:00:00Z,1385-04-05T12:00:00Z,11,1385-03-26T12:00:00Z,0,0,2,0.4010951519012451,"[{""component_p"":0.0039940206333994865,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.009942475706338882,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]}]"
2032,1014-09-07T12:00:00Z,1014-09-07T12:00:00Z,1,1014-09-07T12:00:00Z,0,0,2,0.39930084347724915,"[{""component_p"":0.004258936736732721,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.009362632408738136,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2033,1743-05-01T12:00:00Z,1743-05-22T12:00:00Z,22,1743-05-11T12:00:00Z,0,0,2,0.39849933981895447,"[{""component_p"":0.004538720939308405,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.008801712654531002,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
2034,0226-08-27T12:00:00Z,0226-08-31T12:00:00Z,5,0226-08-27T12:00:00Z,0,0,2,0.3980349004268646,"[{""component_p"":0.0042129820212721825,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.009492387995123863,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
2035,1899-06-12T12:00:00Z,1899-06-13T12:00:00Z,2,1899-06-12T12:00:00Z,0,0,2,0.39719802141189575,"[{""component_p"":0.004262991715222597,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009399126283824444,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
2036,0048-05-25T12:00:00Z,0048-05-25T12:00:00Z,1,0048-05-25T12:00:00Z,0,0,2,0.3970877230167389,"[{""component_p"":0.004490063060075045,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.008926060982048512,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
2037,1365-09-08T12:00:00Z,1365-09-08T12:00:00Z,1,1365-09-08T12:00:00Z,0,0,2,0.3966211974620819,"[{""component_p"":0.004556292202323675,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.008805767633020878,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2038,0785-09-03T12:00:00Z,0785-09-04T12:00:00Z,2,0785-09-04T12:00:00Z,0,0,2,0.39499837160110474,"[{""component_p"":0.005737603176385164,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007018933538347483,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
2039,0957-10-16T12:00:00Z,0957-10-31T12:00:00Z,16,0957-10-16T12:00:00Z,0,0,2,0.39488816261291504,"[{""component_p"":0.004127830266952515,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]},{""component_p"":0.009758655913174152,""best_module_id"":""m036"",""best_module_label"":""Pluto\u2013Uranus\u2013Neptune midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m036""],""bodies"":[""Pluto"",""Uranus"",""Neptune""]}]"
2040,1638-05-04T12:00:00Z,1638-05-04T12:00:00Z,1,1638-05-04T12:00:00Z,0,0,2,0.39392077922821045,"[{""component_p"":0.005022598896175623,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.0080380504950881,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2041,0125-08-04T12:00:00Z,0125-08-11T12:00:00Z,8,0125-08-11T12:00:00Z,0,0,2,0.39242345094680786,"[{""component_p"":0.004234607797116041,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.00956672616302967,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
2042,1004-08-11T12:00:00Z,1004-08-11T12:00:00Z,1,1004-08-11T12:00:00Z,0,0,2,0.392124742269516,"[{""component_p"":0.005322657525539398,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]},{""component_p"":0.0076163471676409245,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2043,1213-12-26T12:00:00Z,1213-12-26T12:00:00Z,1,1213-12-26T12:00:00Z,0,0,2,0.39146941900253296,"[{""component_p"":0.00431029824540019,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19""],""module_ids"":[""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]},{""component_p"":0.009419400244951248,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2044,0250-05-12T12:00:00Z,0250-05-13T12:00:00Z,2,0250-05-12T12:00:00Z,0,0,2,0.3900430202484131,"[{""component_p"":0.004229201469570398,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009631603956222534,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
2045,2017-11-05T12:00:00Z,2017-11-12T12:00:00Z,8,2017-11-05T12:00:00Z,0,0,2,0.3900417387485504,"[{""component_p"":0.00625256821513176,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]},{""component_p"":0.006514781154692173,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
2046,0977-09-05T12:00:00Z,0977-09-29T12:00:00Z,25,0977-09-24T12:00:00Z,0,0,2,0.38714030385017395,"[{""component_p"":0.005436193197965622,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.007543359883129597,""best_module_id"":""m007"",""best_module_label"":""Six-body dual-double-node parade"",""families"":[""f03_2026_feb28""],""module_ids"":[""m007""],""bodies"":[""Mercury"",""Venus"",""Neptune"",""Saturn"",""Uranus"",""Jupiter""]}]"
2047,0033-11-15T12:00:00Z,0033-11-15T12:00:00Z,1,0033-11-15T12:00:00Z,0,0,2,0.38601499795913696,"[{""component_p"":0.004226498305797577,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.009727568365633488,""best_module_id"":""m063"",""best_module_label"":""May 22 Mercury\u2013Pluto\u2013Neptune triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m063""],""bodies"":[""Mercury"",""Pluto"",""Neptune""]}]"
