rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
1606,0264-05-02T12:00:00Z,0264-05-03T12:00:00Z,2,0264-05-02T12:00:00Z,0,0,2,0.7357447743415833,"[{""component_p"":0.0033736294135451317,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005447005853056908,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]}]"
1607,1101-03-11T12:00:00Z,1101-03-11T12:00:00Z,1,1101-03-11T12:00:00Z,0,0,2,0.7347138524055481,"[{""component_p"":0.0032736100256443024,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.005626770667731762,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
1608,0926-03-20T12:00:00Z,0926-03-20T12:00:00Z,1,0926-03-20T12:00:00Z,0,0,2,0.7345719933509827,"[{""component_p"":0.001859821379184723,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059"",""m063""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]},{""component_p"":0.009907333180308342,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]}]"
1609,1029-11-13T12:00:00Z,1029-11-13T12:00:00Z,1,1029-11-13T12:00:00Z,0,0,2,0.732472836971283,"[{""component_p"":0.0021760992240160704,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.008508412167429924,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
1610,0993-03-09T12:00:00Z,0993-03-09T12:00:00Z,1,0993-03-09T12:00:00Z,0,0,2,0.731288731098175,"[{""component_p"":0.004095391370356083,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.004533314611762762,""best_module_id"":""m011"",""best_module_label"":""Pluto\u2013Neptune\u2013Uranus 60/60/120 triad"",""families"":[""f01_2026_sep01"",""f04_2023_oct07""],""module_ids"":[""m002"",""m011""],""bodies"":[""Pluto"",""Neptune"",""Uranus""]}]"
1611,1575-06-18T12:00:00Z,1575-06-20T12:00:00Z,3,1575-06-19T12:00:00Z,0,0,2,0.7309672236442566,"[{""component_p"":0.0029708484653383493,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006253919564187527,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
1612,0068-03-22T12:00:00Z,0068-03-23T12:00:00Z,2,0068-03-22T12:00:00Z,0,0,2,0.7294332385063171,"[{""component_p"":0.0025707704480737448,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.00725276255980134,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
1613,0358-09-03T12:00:00Z,0358-09-03T12:00:00Z,1,0358-09-03T12:00:00Z,0,0,2,0.7276250123977661,"[{""component_p"":0.0019287536852061749,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009707294404506683,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
1614,0375-04-19T12:00:00Z,0375-04-22T12:00:00Z,4,0375-04-19T12:00:00Z,0,0,2,0.7273737788200378,"[{""component_p"":0.0018855020171031356,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.009935717098414898,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
1615,0639-12-05T12:00:00Z,0639-12-07T12:00:00Z,3,0639-12-06T12:00:00Z,0,0,2,0.7271414995193481,"[{""component_p"":0.0023612703662365675,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007938031107187271,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1616,1507-03-25T12:00:00Z,1507-04-08T12:00:00Z,15,1507-03-25T12:00:00Z,0,0,2,0.7264230251312256,"[{""component_p"":0.0020003891550004482,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]},{""component_p"":0.00938560999929905,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1617,1717-04-17T12:00:00Z,1717-04-25T12:00:00Z,9,1717-04-23T12:00:00Z,0,0,2,0.7261607646942139,"[{""component_p"":0.002140957163646817,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f03_2026_feb28"",""f11_1913_dec23""],""module_ids"":[""m008"",""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]},{""component_p"":0.008774680085480213,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]}]"
1618,1849-07-31T12:00:00Z,1849-08-18T12:00:00Z,19,1849-08-06T12:00:00Z,0,0,2,0.7248154282569885,"[{""component_p"":0.002937057986855507,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.006416113581508398,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1619,0927-05-20T12:00:00Z,0927-05-21T12:00:00Z,2,0927-05-21T12:00:00Z,0,0,2,0.7247194647789001,"[{""component_p"":0.0025072447024285793,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.007517679128795862,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
1620,0293-11-04T12:00:00Z,0293-11-05T12:00:00Z,2,0293-11-05T12:00:00Z,0,0,2,0.7244918942451477,"[{""component_p"":0.00312628410756588,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.006032255012542009,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1621,1995-07-18T12:00:00Z,1995-07-19T12:00:00Z,2,1995-07-19T12:00:00Z,0,0,2,0.7236568927764893,"[{""component_p"":0.004069711081683636,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00464279530569911,""best_module_id"":""m022"",""best_module_label"":""Pluto\u2013Jupiter\u2013Neptune\u2013Uranus outer shell"",""families"":[""f07_2008_sep15""],""module_ids"":[""m022""],""bodies"":[""Pluto"",""Jupiter"",""Neptune"",""Uranus""]}]"
1622,1115-10-20T12:00:00Z,1115-10-21T12:00:00Z,2,1115-10-21T12:00:00Z,0,0,2,0.7235927581787109,"[{""component_p"":0.0028627191204577684,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.006601284723728895,""best_module_id"":""m067"",""best_module_label"":""May 28 Mars/Jupiter plus Venus/Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m067""],""bodies"":[""Mars"",""Jupiter"",""Venus"",""Uranus""]}]"
1623,1780-04-30T12:00:00Z,1780-05-03T12:00:00Z,4,1780-05-02T12:00:00Z,0,0,2,0.7232282161712646,"[{""component_p"":0.0026653835084289312,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.007095975335687399,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
1624,1853-06-21T12:00:00Z,1853-06-21T12:00:00Z,1,1853-06-21T12:00:00Z,0,0,2,0.7224901914596558,"[{""component_p"":0.003110064659267664,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006091726012527943,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
1625,1231-09-22T12:00:00Z,1231-09-24T12:00:00Z,3,1231-09-23T12:00:00Z,0,0,2,0.722191572189331,"[{""component_p"":0.0020963537972420454,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009043651632964611,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
1626,0361-07-31T12:00:00Z,0361-07-31T12:00:00Z,1,0361-07-31T12:00:00Z,0,0,2,0.7221249341964722,"[{""component_p"":0.0034141778014600277,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005553783383220434,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1627,0197-08-11T12:00:00Z,0197-08-12T12:00:00Z,2,0197-08-11T12:00:00Z,0,0,2,0.7217126488685608,"[{""component_p"":0.002735667396336794,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.006937836762517691,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
1628,0988-08-17T12:00:00Z,0988-08-19T12:00:00Z,3,0988-08-18T12:00:00Z,0,0,2,0.7213581204414368,"[{""component_p"":0.002239624969661236,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00848138052970171,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
1629,1790-09-19T12:00:00Z,1790-09-27T12:00:00Z,9,1790-09-27T12:00:00Z,0,0,2,0.719709038734436,"[{""component_p"":0.0019517311593517661,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.009769468568265438,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
1630,1983-04-07T12:00:00Z,1983-04-08T12:00:00Z,2,1983-04-08T12:00:00Z,0,0,2,0.7196508646011353,"[{""component_p"":0.0022017797455191612,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.00866114441305399,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
1631,0191-06-05T12:00:00Z,0191-06-05T12:00:00Z,1,0191-06-05T12:00:00Z,0,0,2,0.7194803953170776,"[{""component_p"":0.002404521917924285,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007933976128697395,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
1632,1285-02-25T12:00:00Z,1285-03-01T12:00:00Z,5,1285-02-25T12:00:00Z,0,0,2,0.7187119722366333,"[{""component_p"":0.002343699336051941,""best_module_id"":""m044"",""best_module_label"":""Uranus\u2013Mercury/Venus\u2013Mars routing module"",""families"":[""f09_1914_jun28"",""f12_1929_oct24""],""module_ids"":[""m031"",""m044""],""bodies"":[""Uranus"",""Mercury"",""Venus"",""Mars""]},{""component_p"":0.008154289796948433,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]}]"
1633,1718-05-15T12:00:00Z,1718-05-30T12:00:00Z,16,1718-05-30T12:00:00Z,0,0,2,0.7179467082023621,"[{""component_p"":0.0020436409395188093,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.00936803873628378,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
1634,1491-08-18T12:00:00Z,1491-08-20T12:00:00Z,3,1491-08-19T12:00:00Z,0,0,2,0.7178029417991638,"[{""component_p"":0.002085540909320116,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009182867594063282,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]}]"
1635,0153-10-03T12:00:00Z,0153-10-03T12:00:00Z,1,0153-10-03T12:00:00Z,0,0,2,0.7167034149169922,"[{""component_p"":0.0024991349782794714,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.007682575844228268,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1636,0877-07-09T12:00:00Z,0877-07-12T12:00:00Z,4,0877-07-12T12:00:00Z,0,0,2,0.7160013318061829,"[{""component_p"":0.002778919180855155,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]},{""component_p"":0.00692026549950242,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1637,0676-09-15T12:00:00Z,0676-09-16T12:00:00Z,2,0676-09-16T12:00:00Z,0,0,2,0.7123664021492004,"[{""component_p"":0.0024707510601729155,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007848824374377728,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1638,0512-10-12T12:00:00Z,0512-10-21T12:00:00Z,10,0512-10-13T12:00:00Z,0,0,2,0.7119094133377075,"[{""component_p"":0.0028708288446068764,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28"",""f12_1929_oct24""],""module_ids"":[""m008"",""m043""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006762126460671425,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
1639,0459-06-07T12:00:00Z,0459-06-07T12:00:00Z,1,0459-06-07T12:00:00Z,0,0,2,0.7110289335250854,"[{""component_p"":0.0027762160170823336,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007006769068539143,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
